instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,hour_of_day,day_of_week,is_weekend,temp_actual,atemp_actual,hum_actual,windspeed_actual,weather_desc,season_desc,casual_ratio,time_category,season_weather,day_type,check_cnt
14493,2012-09-01,3,1,9,1,0,6,0,1,0.72,0.697,0.74,0.1343,11,68,79,2012,9,1,1,5,1,25.839999999999996,30.001999999999995,74.0,8.9981,Clear/Partly Cloudy,Fall,0.13924050632911392,Night (0-6),Fall - Clear/Partly Cloudy,Weekend,79
14494,2012-09-01,3,1,9,2,0,6,0,1,0.7,0.6515,0.7,0.1642,8,61,69,2012,9,1,2,5,1,24.9,26.998999999999995,70.0,11.0014,Clear/Partly Cloudy,Fall,0.11594202898550725,Night (0-6),Fall - Clear/Partly Cloudy,Weekend,69
14495,2012-09-01,3,1,9,3,0,6,0,1,0.7,0.6515,0.7,0.1045,6,29,35,2012,9,1,3,5,1,24.9,26.998999999999995,70.0,7.0015,Clear/Partly Cloudy,Fall,0.17142857142857143,Night (0-6),Fall - Clear/Partly Cloudy,Weekend,35
14496,2012-09-01,3,1,9,4,0,6,0,1,0.7,0.6515,0.7,0.0,3,9,12,2012,9,1,4,5,1,24.9,26.998999999999995,70.0,0.0,Clear/Partly Cloudy,Fall,0.25,Night (0-6),Fall - Clear/Partly Cloudy,Weekend,12
14497,2012-09-01,3,1,9,5,0,6,0,1,0.68,0.6364,0.79,0.0,2,20,22,2012,9,1,5,5,1,23.96,26.002399999999994,79.0,0.0,Clear/Partly Cloudy,Fall,0.09090909090909091,Night (0-6),Fall - Clear/Partly Cloudy,Weekend,22
14498,2012-09-01,3,1,9,6,0,6,0,1,0.68,0.6364,0.79,0.0,13,23,36,2012,9,1,6,5,1,23.96,26.002399999999994,79.0,0.0,Clear/Partly Cloudy,Fall,0.3611111111111111,Night (0-6),Fall - Clear/Partly Cloudy,Weekend,36
14499,2012-09-01,3,1,9,7,0,6,0,2,0.74,0.6818,0.58,0.1343,8,58,66,2012,9,1,7,5,1,26.78,28.998799999999996,57.99999999999999,8.9981,Misty/Cloudy,Fall,0.12121212121212122,Morning (6-12),Fall - Misty/Cloudy,Weekend,66
14500,2012-09-01,3,1,9,8,0,6,0,2,0.76,0.7121,0.58,0.2537,28,134,162,2012,9,1,8,5,1,27.72,30.998599999999996,57.99999999999999,16.997899999999998,Misty/Cloudy,Fall,0.1728395061728395,Morning (6-12),Fall - Misty/Cloudy,Weekend,162
14501,2012-09-01,3,1,9,9,0,6,0,2,0.76,0.7121,0.58,0.194,62,175,237,2012,9,1,9,5,1,27.72,30.998599999999996,57.99999999999999,12.998000000000001,Misty/Cloudy,Fall,0.2616033755274262,Morning (6-12),Fall - Misty/Cloudy,Weekend,237
14502,2012-09-01,3,1,9,10,0,6,0,2,0.78,0.7273,0.55,0.194,114,289,403,2012,9,1,10,5,1,28.660000000000004,32.001799999999996,55.00000000000001,12.998000000000001,Misty/Cloudy,Fall,0.28287841191067,Morning (6-12),Fall - Misty/Cloudy,Weekend,403
14503,2012-09-01,3,1,9,11,0,6,0,2,0.8,0.7576,0.55,0.2239,114,273,387,2012,9,1,11,5,1,29.6,34.0016,55.00000000000001,15.001299999999999,Misty/Cloudy,Fall,0.29457364341085274,Morning (6-12),Fall - Misty/Cloudy,Weekend,387
14504,2012-09-01,3,1,9,12,0,6,0,2,0.8,0.7576,0.55,0.1642,114,284,398,2012,9,1,12,5,1,29.6,34.0016,55.00000000000001,11.0014,Misty/Cloudy,Fall,0.2864321608040201,Morning (6-12),Fall - Misty/Cloudy,Weekend,398
14505,2012-09-01,3,1,9,13,0,6,0,2,0.82,0.7727,0.52,0.0896,114,267,381,2012,9,1,13,5,1,30.54,34.998200000000004,52.0,6.0032,Misty/Cloudy,Fall,0.2992125984251969,Afternoon (12-18),Fall - Misty/Cloudy,Weekend,381
14506,2012-09-01,3,1,9,14,0,6,0,2,0.86,0.7879,0.44,0.1642,114,274,388,2012,9,1,14,5,1,32.42,36.001400000000004,44.0,11.0014,Misty/Cloudy,Fall,0.29381443298969073,Afternoon (12-18),Fall - Misty/Cloudy,Weekend,388
14507,2012-09-01,3,1,9,15,0,6,0,2,0.86,0.7879,0.44,0.2836,114,306,420,2012,9,1,15,5,1,32.42,36.001400000000004,44.0,19.0012,Misty/Cloudy,Fall,0.2714285714285714,Afternoon (12-18),Fall - Misty/Cloudy,Weekend,420
14508,2012-09-01,3,1,9,16,0,6,0,2,0.84,0.7879,0.49,0.1642,114,253,367,2012,9,1,16,5,1,31.479999999999997,36.001400000000004,49.0,11.0014,Misty/Cloudy,Fall,0.3106267029972752,Afternoon (12-18),Fall - Misty/Cloudy,Weekend,367
14509,2012-09-01,3,1,9,17,0,6,0,2,0.82,0.7727,0.52,0.0,114,258,372,2012,9,1,17,5,1,30.54,34.998200000000004,52.0,0.0,Misty/Cloudy,Fall,0.3064516129032258,Afternoon (12-18),Fall - Misty/Cloudy,Weekend,372
14510,2012-09-01,3,1,9,18,0,6,0,2,0.82,0.7727,0.52,0.0,114,258,372,2012,9,1,18,5,1,30.54,34.998200000000004,52.0,0.0,Misty/Cloudy,Fall,0.3064516129032258,Afternoon (12-18),Fall - Misty/Cloudy,Weekend,372
14511,2012-09-01,3,1,9,19,0,6,0,3,0.78,0.7424,0.62,0.0,114,235,349,2012,9,1,19,5,1,28.660000000000004,32.9984,62.0,0.0,Light Rain/Snow,Fall,0.32664756446991405,Evening (18-24),Fall - Light Rain/Snow,Weekend,349
14512,2012-09-01,3,1,9,20,0,6,0,3,0.76,0.7273,0.67,0.2537,67,140,207,2012,9,1,20,5,1,27.72,32.001799999999996,67.0,16.997899999999998,Light Rain/Snow,Fall,0.32367149758454106,Evening (18-24),Fall - Light Rain/Snow,Weekend,207
14513,2012-09-01,3,1,9,21,0,6,0,3,0.64,0.5758,0.89,0.0,21,83,104,2012,9,1,21,5,1,22.080000000000002,22.0028,89.0,0.0,Light Rain/Snow,Fall,0.20192307692307693,Evening (18-24),Fall - Light Rain/Snow,Weekend,104
14514,2012-09-01,3,1,9,22,0,6,0,2,0.66,0.5909,0.89,0.0,21,57,78,2012,9,1,22,5,1,23.020000000000003,22.9994,89.0,0.0,Misty/Cloudy,Fall,0.2692307692307692,Evening (18-24),Fall - Misty/Cloudy,Weekend,78
14515,2012-09-01,3,1,9,23,0,6,0,1,0.66,0.5909,0.89,0.0896,57,88,145,2012,9,1,23,5,1,23.020000000000003,22.9994,89.0,6.0032,Clear/Partly Cloudy,Fall,0.3931034482758621,Evening (18-24),Fall - Clear/Partly Cloudy,Weekend,145
14516,2012-09-02,3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,27,72,99,2012,9,2,0,6,1,23.020000000000003,22.9994,89.0,6.0032,Misty/Cloudy,Fall,0.2727272727272727,Night (0-6),Fall - Misty/Cloudy,Weekend,99
14517,2012-09-02,3,1,9,1,0,0,0,1,0.66,0.5909,0.89,0.0,15,58,73,2012,9,2,1,6,1,23.020000000000003,22.9994,89.0,0.0,Clear/Partly Cloudy,Fall,0.2054794520547945,Night (0-6),Fall - Clear/Partly Cloudy,Weekend,73
14518,2012-09-02,3,1,9,2,0,0,0,1,0.66,0.5909,0.89,0.0,28,56,84,2012,9,2,2,6,1,23.020000000000003,22.9994,89.0,0.0,Clear/Partly Cloudy,Fall,0.3333333333333333,Night (0-6),Fall - Clear/Partly Cloudy,Weekend,84
14519,2012-09-02,3,1,9,3,0,0,0,1,0.66,0.5909,0.89,0.0896,9,33,42,2012,9,2,3,6,1,23.020000000000003,22.9994,89.0,6.0032,Clear/Partly Cloudy,Fall,0.21428571428571427,Night (0-6),Fall - Clear/Partly Cloudy,Weekend,42
14520,2012-09-02,3,1,9,4,0,0,0,1,0.66,0.5909,0.89,0.0,7,15,22,2012,9,2,4,6,1,23.020000000000003,22.9994,89.0,0.0,Clear/Partly Cloudy,Fall,0.3181818181818182,Night (0-6),Fall - Clear/Partly Cloudy,Weekend,22
14521,2012-09-02,3,1,9,5,0,0,0,1,0.66,0.5909,0.89,0.0,2,10,12,2012,9,2,5,6,1,23.020000000000003,22.9994,89.0,0.0,Clear/Partly Cloudy,Fall,0.16666666666666666,Night (0-6),Fall - Clear/Partly Cloudy,Weekend,12
14522,2012-09-02,3,1,9,6,0,0,0,2,0.66,0.5909,0.89,0.0,2,13,15,2012,9,2,6,6,1,23.020000000000003,22.9994,89.0,0.0,Misty/Cloudy,Fall,0.13333333333333333,Night (0-6),Fall - Misty/Cloudy,Weekend,15
14523,2012-09-02,3,1,9,7,0,0,0,1,0.66,0.5909,0.94,0.0896,13,29,42,2012,9,2,7,6,1,23.020000000000003,22.9994,94.0,6.0032,Clear/Partly Cloudy,Fall,0.30952380952380953,Morning (6-12),Fall - Clear/Partly Cloudy,Weekend,42
14524,2012-09-02,3,1,9,8,0,0,0,1,0.68,0.6364,0.89,0.0896,30,99,129,2012,9,2,8,6,1,23.96,26.002399999999994,89.0,6.0032,Clear/Partly Cloudy,Fall,0.23255813953488372,Morning (6-12),Fall - Clear/Partly Cloudy,Weekend,129
14525,2012-09-02,3,1,9,9,0,0,0,2,0.7,0.6667,0.84,0.0,88,144,232,2012,9,2,9,6,1,24.9,28.002199999999995,84.0,0.0,Misty/Cloudy,Fall,0.3793103448275862,Morning (6-12),Fall - Misty/Cloudy,Weekend,232
14526,2012-09-02,3,1,9,10,0,0,0,2,0.72,0.697,0.79,0.0,114,230,344,2012,9,2,10,6,1,25.839999999999996,30.001999999999995,79.0,0.0,Misty/Cloudy,Fall,0.3313953488372093,Morning (6-12),Fall - Misty/Cloudy,Weekend,344
14527,2012-09-02,3,1,9,11,0,0,0,2,0.74,0.697,0.7,0.0,114,263,377,2012,9,2,11,6,1,26.78,30.001999999999995,70.0,0.0,Misty/Cloudy,Fall,0.30238726790450926,Morning (6-12),Fall - Misty/Cloudy,Weekend,377
14528,2012-09-02,3,1,9,12,0,0,0,3,0.74,0.697,0.7,0.0,114,297,411,2012,9,2,12,6,1,26.78,30.001999999999995,70.0,0.0,Light Rain/Snow,Fall,0.2773722627737226,Morning (6-12),Fall - Light Rain/Snow,Weekend,411
14529,2012-09-02,3,1,9,13,0,0,0,3,0.72,0.697,0.74,0.0896,114,230,344,2012,9,2,13,6,1,25.839999999999996,30.001999999999995,74.0,6.0032,Light Rain/Snow,Fall,0.3313953488372093,Afternoon (12-18),Fall - Light Rain/Snow,Weekend,344
14530,2012-09-02,3,1,9,14,0,0,0,3,0.72,0.697,0.79,0.0896,114,208,322,2012,9,2,14,6,1,25.839999999999996,30.001999999999995,79.0,6.0032,Light Rain/Snow,Fall,0.35403726708074534,Afternoon (12-18),Fall - Light Rain/Snow,Weekend,322
14531,2012-09-02,3,1,9,15,0,0,0,3,0.74,0.7121,0.74,0.1343,114,176,290,2012,9,2,15,6,1,26.78,30.998599999999996,74.0,8.9981,Light Rain/Snow,Fall,0.3931034482758621,Afternoon (12-18),Fall - Light Rain/Snow,Weekend,290
14532,2012-09-02,3,1,9,16,0,0,0,1,0.74,0.697,0.7,0.0,114,252,366,2012,9,2,16,6,1,26.78,30.001999999999995,70.0,0.0,Clear/Partly Cloudy,Fall,0.3114754098360656,Afternoon (12-18),Fall - Clear/Partly Cloudy,Weekend,366
14533,2012-09-02,3,1,9,17,0,0,0,1,0.76,0.7273,0.66,0.0896,114,284,398,2012,9,2,17,6,1,27.72,32.001799999999996,66.0,6.0032,Clear/Partly Cloudy,Fall,0.2864321608040201,Afternoon (12-18),Fall - Clear/Partly Cloudy,Weekend,398
14534,2012-09-02,3,1,9,18,0,0,0,1,0.74,0.7121,0.74,0.0,114,273,387,2012,9,2,18,6,1,26.78,30.998599999999996,74.0,0.0,Clear/Partly Cloudy,Fall,0.29457364341085274,Afternoon (12-18),Fall - Clear/Partly Cloudy,Weekend,387
14535,2012-09-02,3,1,9,19,0,0,0,2,0.7,0.6667,0.84,0.2239,114,152,266,2012,9,2,19,6,1,24.9,28.002199999999995,84.0,15.001299999999999,Misty/Cloudy,Fall,0.42857142857142855,Evening (18-24),Fall - Misty/Cloudy,Weekend,266
14536,2012-09-02,3,1,9,20,0,0,0,2,0.7,0.6667,0.84,0.1642,63,41,104,2012,9,2,20,6,1,24.9,28.002199999999995,84.0,11.0014,Misty/Cloudy,Fall,0.6057692307692307,Evening (18-24),Fall - Misty/Cloudy,Weekend,104
14537,2012-09-02,3,1,9,21,0,0,0,1,0.7,0.6515,0.7,0.1642,79,92,171,2012,9,2,21,6,1,24.9,26.998999999999995,70.0,11.0014,Clear/Partly Cloudy,Fall,0.4619883040935672,Evening (18-24),Fall - Clear/Partly Cloudy,Weekend,171
14538,2012-09-02,3,1,9,22,0,0,0,3,0.68,0.6364,0.83,0.1343,66,100,166,2012,9,2,22,6,1,23.96,26.002399999999994,83.0,8.9981,Light Rain/Snow,Fall,0.39759036144578314,Evening (18-24),Fall - Light Rain/Snow,Weekend,166
14539,2012-09-02,3,1,9,23,0,0,0,3,0.66,0.5909,0.89,0.0896,53,70,123,2012,9,2,23,6,1,23.020000000000003,22.9994,89.0,6.0032,Light Rain/Snow,Fall,0.43089430894308944,Evening (18-24),Fall - Light Rain/Snow,Weekend,123
14540,2012-09-03,3,1,9,0,1,1,0,2,0.66,0.5909,0.94,0.0,42,62,104,2012,9,3,0,0,0,23.020000000000003,22.9994,94.0,0.0,Misty/Cloudy,Fall,0.40384615384615385,Night (0-6),Fall - Misty/Cloudy,Holiday,104
14541,2012-09-03,3,1,9,1,1,1,0,2,0.68,0.6364,0.89,0.1642,18,37,55,2012,9,3,1,0,0,23.96,26.002399999999994,89.0,11.0014,Misty/Cloudy,Fall,0.32727272727272727,Night (0-6),Fall - Misty/Cloudy,Holiday,55
14542,2012-09-03,3,1,9,2,1,1,0,1,0.66,0.5909,0.89,0.1045,10,30,40,2012,9,3,2,0,0,23.020000000000003,22.9994,89.0,7.0015,Clear/Partly Cloudy,Fall,0.25,Night (0-6),Fall - Clear/Partly Cloudy,Holiday,40
14543,2012-09-03,3,1,9,3,1,1,0,1,0.66,0.5909,0.89,0.1343,6,22,28,2012,9,3,3,0,0,23.020000000000003,22.9994,89.0,8.9981,Clear/Partly Cloudy,Fall,0.21428571428571427,Night (0-6),Fall - Clear/Partly Cloudy,Holiday,28
14544,2012-09-03,3,1,9,4,1,1,0,1,0.66,0.5909,0.89,0.0896,6,5,11,2012,9,3,4,0,0,23.020000000000003,22.9994,89.0,6.0032,Clear/Partly Cloudy,Fall,0.5454545454545454,Night (0-6),Fall - Clear/Partly Cloudy,Holiday,11
14545,2012-09-03,3,1,9,5,1,1,0,1,0.66,0.5909,0.89,0.0,1,3,4,2012,9,3,5,0,0,23.020000000000003,22.9994,89.0,0.0,Clear/Partly Cloudy,Fall,0.25,Night (0-6),Fall - Clear/Partly Cloudy,Holiday,4
14546,2012-09-03,3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0.0,3,12,15,2012,9,3,6,0,0,23.020000000000003,22.9994,94.0,0.0,Clear/Partly Cloudy,Fall,0.2,Night (0-6),Fall - Clear/Partly Cloudy,Holiday,15
14547,2012-09-03,3,1,9,7,1,1,0,1,0.68,0.6364,0.85,0.0,6,37,43,2012,9,3,7,0,0,23.96,26.002399999999994,85.0,0.0,Clear/Partly Cloudy,Fall,0.13953488372093023,Morning (6-12),Fall - Clear/Partly Cloudy,Holiday,43
14548,2012-09-03,3,1,9,8,1,1,0,2,0.7,0.6667,0.84,0.1045,36,91,127,2012,9,3,8,0,0,24.9,28.002199999999995,84.0,7.0015,Misty/Cloudy,Fall,0.28346456692913385,Morning (6-12),Fall - Misty/Cloudy,Holiday,127
14549,2012-09-03,3,1,9,9,1,1,0,2,0.7,0.6667,0.84,0.1343,71,158,229,2012,9,3,9,0,0,24.9,28.002199999999995,84.0,8.9981,Misty/Cloudy,Fall,0.31004366812227074,Morning (6-12),Fall - Misty/Cloudy,Holiday,229
14550,2012-09-03,3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239,114,224,338,2012,9,3,10,0,0,26.78,30.998599999999996,74.0,15.001299999999999,Misty/Cloudy,Fall,0.33727810650887574,Morning (6-12),Fall - Misty/Cloudy,Holiday,338
14551,2012-09-03,3,1,9,11,1,1,0,2,0.74,0.697,0.7,0.2836,114,272,386,2012,9,3,11,0,0,26.78,30.001999999999995,70.0,19.0012,Misty/Cloudy,Fall,0.29533678756476683,Morning (6-12),Fall - Misty/Cloudy,Holiday,386
14552,2012-09-03,3,1,9,12,1,1,0,2,0.76,0.7121,0.62,0.2985,114,352,466,2012,9,3,12,0,0,27.72,30.998599999999996,62.0,19.999499999999998,Misty/Cloudy,Fall,0.2446351931330472,Morning (6-12),Fall - Misty/Cloudy,Holiday,466
14553,2012-09-03,3,1,9,13,1,1,0,2,0.76,0.7273,0.66,0.2537,114,357,471,2012,9,3,13,0,0,27.72,32.001799999999996,66.0,16.997899999999998,Misty/Cloudy,Fall,0.24203821656050956,Afternoon (12-18),Fall - Misty/Cloudy,Holiday,471
14554,2012-09-03,3,1,9,14,1,1,0,1,0.74,0.697,0.7,0.2985,114,349,463,2012,9,3,14,0,0,26.78,30.001999999999995,70.0,19.999499999999998,Clear/Partly Cloudy,Fall,0.24622030237580994,Afternoon (12-18),Fall - Clear/Partly Cloudy,Holiday,463
14555,2012-09-03,3,1,9,15,1,1,0,1,0.74,0.697,0.7,0.2239,114,281,395,2012,9,3,15,0,0,26.78,30.001999999999995,70.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.28860759493670884,Afternoon (12-18),Fall - Clear/Partly Cloudy,Holiday,395
14556,2012-09-03,3,1,9,16,1,1,0,1,0.74,0.697,0.7,0.2239,114,335,449,2012,9,3,16,0,0,26.78,30.001999999999995,70.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.25389755011135856,Afternoon (12-18),Fall - Clear/Partly Cloudy,Holiday,449
14557,2012-09-03,3,1,9,17,1,1,0,1,0.74,0.697,0.7,0.1343,114,317,431,2012,9,3,17,0,0,26.78,30.001999999999995,70.0,8.9981,Clear/Partly Cloudy,Fall,0.26450116009280744,Afternoon (12-18),Fall - Clear/Partly Cloudy,Holiday,431
14558,2012-09-03,3,1,9,18,1,1,0,1,0.74,0.697,0.66,0.1642,114,337,451,2012,9,3,18,0,0,26.78,30.001999999999995,66.0,11.0014,Clear/Partly Cloudy,Fall,0.25277161862527714,Afternoon (12-18),Fall - Clear/Partly Cloudy,Holiday,451
14559,2012-09-03,3,1,9,19,1,1,0,1,0.72,0.697,0.74,0.194,73,301,374,2012,9,3,19,0,0,25.839999999999996,30.001999999999995,74.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.19518716577540107,Evening (18-24),Fall - Clear/Partly Cloudy,Holiday,374
14560,2012-09-03,3,1,9,20,1,1,0,1,0.72,0.6818,0.76,0.1045,78,183,261,2012,9,3,20,0,0,25.839999999999996,28.998799999999996,76.0,7.0015,Clear/Partly Cloudy,Fall,0.2988505747126437,Evening (18-24),Fall - Clear/Partly Cloudy,Holiday,261
14561,2012-09-03,3,1,9,21,1,1,0,1,0.72,0.6818,0.76,0.1045,42,142,184,2012,9,3,21,0,0,25.839999999999996,28.998799999999996,76.0,7.0015,Clear/Partly Cloudy,Fall,0.22826086956521738,Evening (18-24),Fall - Clear/Partly Cloudy,Holiday,184
14562,2012-09-03,3,1,9,22,1,1,0,2,0.7,0.6667,0.84,0.1343,17,104,121,2012,9,3,22,0,0,24.9,28.002199999999995,84.0,8.9981,Misty/Cloudy,Fall,0.14049586776859505,Evening (18-24),Fall - Misty/Cloudy,Holiday,121
14563,2012-09-03,3,1,9,23,1,1,0,2,0.7,0.6667,0.84,0.2537,12,58,70,2012,9,3,23,0,0,24.9,28.002199999999995,84.0,16.997899999999998,Misty/Cloudy,Fall,0.17142857142857143,Evening (18-24),Fall - Misty/Cloudy,Holiday,70
14564,2012-09-04,3,1,9,0,0,2,1,2,0.7,0.6667,0.84,0.2537,10,19,29,2012,9,4,0,1,0,24.9,28.002199999999995,84.0,16.997899999999998,Misty/Cloudy,Fall,0.3448275862068966,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,29
14565,2012-09-04,3,1,9,1,0,2,1,1,0.68,0.6364,0.82,0.1343,15,9,24,2012,9,4,1,1,0,23.96,26.002399999999994,82.0,8.9981,Clear/Partly Cloudy,Fall,0.625,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,24
14566,2012-09-04,3,1,9,2,0,2,1,1,0.68,0.6364,0.82,0.1343,1,4,5,2012,9,4,2,1,0,23.96,26.002399999999994,82.0,8.9981,Clear/Partly Cloudy,Fall,0.2,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,5
14567,2012-09-04,3,1,9,3,0,2,1,2,0.66,0.5909,0.89,0.0896,1,9,10,2012,9,4,3,1,0,23.020000000000003,22.9994,89.0,6.0032,Misty/Cloudy,Fall,0.1,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,10
14568,2012-09-04,3,1,9,4,0,2,1,2,0.66,0.5909,0.89,0.0,0,8,8,2012,9,4,4,1,0,23.020000000000003,22.9994,89.0,0.0,Misty/Cloudy,Fall,0.0,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,8
14569,2012-09-04,3,1,9,5,0,2,1,2,0.66,0.5909,0.89,0.0,1,37,38,2012,9,4,5,1,0,23.020000000000003,22.9994,89.0,0.0,Misty/Cloudy,Fall,0.02631578947368421,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,38
14570,2012-09-04,3,1,9,6,0,2,1,2,0.68,0.6364,0.89,0.1045,7,165,172,2012,9,4,6,1,0,23.96,26.002399999999994,89.0,7.0015,Misty/Cloudy,Fall,0.040697674418604654,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,172
14571,2012-09-04,3,1,9,7,0,2,1,2,0.68,0.6364,0.89,0.1045,13,480,493,2012,9,4,7,1,0,23.96,26.002399999999994,89.0,7.0015,Misty/Cloudy,Fall,0.02636916835699797,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,493
14572,2012-09-04,3,1,9,8,0,2,1,1,0.7,0.6667,0.84,0.1642,15,499,514,2012,9,4,8,1,0,24.9,28.002199999999995,84.0,11.0014,Clear/Partly Cloudy,Fall,0.029182879377431907,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,514
14573,2012-09-04,3,1,9,9,0,2,1,2,0.72,0.697,0.79,0.2239,30,293,323,2012,9,4,9,1,0,25.839999999999996,30.001999999999995,79.0,15.001299999999999,Misty/Cloudy,Fall,0.09287925696594428,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,323
14574,2012-09-04,3,1,9,10,0,2,1,2,0.72,0.697,0.74,0.2537,42,130,172,2012,9,4,10,1,0,25.839999999999996,30.001999999999995,74.0,16.997899999999998,Misty/Cloudy,Fall,0.2441860465116279,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,172
14575,2012-09-04,3,1,9,11,0,2,1,2,0.74,0.697,0.7,0.2836,39,159,198,2012,9,4,11,1,0,26.78,30.001999999999995,70.0,19.0012,Misty/Cloudy,Fall,0.19696969696969696,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,198
14576,2012-09-04,3,1,9,12,0,2,1,1,0.76,0.7273,0.7,0.2836,54,233,287,2012,9,4,12,1,0,27.72,32.001799999999996,70.0,19.0012,Clear/Partly Cloudy,Fall,0.18815331010452963,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,287
14577,2012-09-04,3,1,9,13,0,2,1,1,0.8,0.7576,0.55,0.4478,72,203,275,2012,9,4,13,1,0,29.6,34.0016,55.00000000000001,30.002599999999997,Clear/Partly Cloudy,Fall,0.26181818181818184,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,275
14578,2012-09-04,3,1,9,14,0,2,1,1,0.8,0.7576,0.55,0.4179,72,202,274,2012,9,4,14,1,0,29.6,34.0016,55.00000000000001,27.999299999999998,Clear/Partly Cloudy,Fall,0.26277372262773724,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,274
14579,2012-09-04,3,1,9,15,0,2,1,1,0.8,0.7727,0.59,0.4627,68,224,292,2012,9,4,15,1,0,29.6,34.998200000000004,59.0,31.0009,Clear/Partly Cloudy,Fall,0.2328767123287671,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,292
14580,2012-09-04,3,1,9,16,0,2,1,1,0.76,0.7273,0.7,0.4179,61,397,458,2012,9,4,16,1,0,27.72,32.001799999999996,70.0,27.999299999999998,Clear/Partly Cloudy,Fall,0.1331877729257642,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,458
14581,2012-09-04,3,1,9,17,0,2,1,1,0.76,0.7273,0.7,0.3582,110,499,609,2012,9,4,17,1,0,27.72,32.001799999999996,70.0,23.9994,Clear/Partly Cloudy,Fall,0.180623973727422,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,609
14582,2012-09-04,3,1,9,18,0,2,1,1,0.76,0.7424,0.75,0.2239,94,499,593,2012,9,4,18,1,0,27.72,32.9984,75.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.15851602023608768,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,593
14583,2012-09-04,3,1,9,19,0,2,1,1,0.76,0.7273,0.7,0.2239,50,499,549,2012,9,4,19,1,0,27.72,32.001799999999996,70.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.09107468123861566,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,549
14584,2012-09-04,3,1,9,20,0,2,1,1,0.74,0.697,0.7,0.2537,47,338,385,2012,9,4,20,1,0,26.78,30.001999999999995,70.0,16.997899999999998,Clear/Partly Cloudy,Fall,0.12207792207792208,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,385
14585,2012-09-04,3,1,9,21,0,2,1,1,0.74,0.7121,0.74,0.2537,28,240,268,2012,9,4,21,1,0,26.78,30.998599999999996,74.0,16.997899999999998,Clear/Partly Cloudy,Fall,0.1044776119402985,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,268
14586,2012-09-04,3,1,9,22,0,2,1,1,0.74,0.697,0.7,0.2836,25,154,179,2012,9,4,22,1,0,26.78,30.001999999999995,70.0,19.0012,Clear/Partly Cloudy,Fall,0.13966480446927373,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,179
14587,2012-09-04,3,1,9,23,0,2,1,1,0.72,0.697,0.74,0.2985,12,83,95,2012,9,4,23,1,0,25.839999999999996,30.001999999999995,74.0,19.999499999999998,Clear/Partly Cloudy,Fall,0.12631578947368421,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,95
14588,2012-09-05,3,1,9,0,0,3,1,1,0.72,0.697,0.74,0.2537,10,27,37,2012,9,5,0,2,0,25.839999999999996,30.001999999999995,74.0,16.997899999999998,Clear/Partly Cloudy,Fall,0.2702702702702703,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,37
14589,2012-09-05,3,1,9,1,0,3,1,1,0.7,0.6667,0.84,0.194,2,11,13,2012,9,5,1,2,0,24.9,28.002199999999995,84.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.15384615384615385,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,13
14590,2012-09-05,3,1,9,2,0,3,1,1,0.7,0.6667,0.84,0.194,0,9,9,2012,9,5,2,2,0,24.9,28.002199999999995,84.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.0,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,9
