instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,is_weekend,temp_actual,atemp_actual,hum_actual,windspeed_actual,weather_desc,season_desc,casual_ratio,season_weather,day_type,check_cnt
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,2012,12,1,5,1,6.021651,4.915664,80.6667,4.0001814,Misty/Cloudy,Winter,0.1832016952417646,Winter - Misty/Cloudy,Weekend,5191
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,2012,12,2,6,1,8.3325,7.707728000000003,82.3333,8.333393000000001,Misty/Cloudy,Winter,0.19186921918692193,Winter - Misty/Cloudy,Weekend,4649
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,2012,12,3,0,0,13.267500000000002,14.082535999999998,76.75,5.5422936,Clear/Partly Cloudy,Winter,0.08902791145332051,Winter - Clear/Partly Cloudy,Regular Working Day,6234
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,2012,12,4,1,0,14.364151,14.957564000000001,73.375,11.666643,Clear/Partly Cloudy,Winter,0.0834090221011202,Winter - Clear/Partly Cloudy,Regular Working Day,6606
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,2012,12,5,2,0,12.601651,12.248792000000002,48.5,21.709407,Clear/Partly Cloudy,Winter,0.057776226217489964,Winter - Clear/Partly Cloudy,Regular Working Day,5729
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,2012,12,6,3,0,4.024151,1.0414639999999977,50.875,11.708518,Clear/Partly Cloudy,Winter,0.06325581395348837,Winter - Clear/Partly Cloudy,Regular Working Day,5375
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,2012,12,7,4,0,7.0791509999999995,5.249228000000002,76.4167,8.7502,Misty/Cloudy,Winter,0.0696884984025559,Winter - Misty/Cloudy,Regular Working Day,5008
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,2012,12,8,5,1,9.938348999999999,9.707528,91.125,6.792393,Misty/Cloudy,Winter,0.20655678968111787,Winter - Misty/Cloudy,Weekend,5582
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,2012,12,9,6,1,10.055848999999998,9.749635999999999,90.5417,10.584325,Misty/Cloudy,Winter,0.1366171003717472,Winter - Misty/Cloudy,Weekend,3228
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,2012,12,10,0,0,12.484151,12.74795,92.5,12.750636,Misty/Cloudy,Winter,0.06363636363636363,Winter - Misty/Cloudy,Regular Working Day,5170
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,2012,12,11,1,0,8.606651,6.331958,59.66669999999999,19.834478999999998,Misty/Cloudy,Winter,0.05126340665333576,Winter - Misty/Cloudy,Regular Working Day,5501
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,2012,12,12,2,0,5.9825,3.624307999999999,53.833299999999994,10.916779,Misty/Cloudy,Winter,0.0582816318856928,Winter - Misty/Cloudy,Regular Working Day,5319
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,2012,12,13,3,0,5.904151000000001,3.4164080000000006,48.5833,11.666643,Clear/Partly Cloudy,Winter,0.07682574114244396,Winter - Clear/Partly Cloudy,Regular Working Day,5532
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,2012,12,14,4,0,5.2383489999999995,3.416672000000002,64.29169999999999,8.792343,Clear/Partly Cloudy,Winter,0.07645695954375334,Winter - Clear/Partly Cloudy,Regular Working Day,5611
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,2012,12,15,5,1,7.235849,6.333278,65.0417,7.12545,Clear/Partly Cloudy,Winter,0.15197146819893007,Winter - Clear/Partly Cloudy,Weekend,5047
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,2012,12,16,6,1,9.037499999999998,8.415907999999998,83.875,6.749714,Misty/Cloudy,Winter,0.1421024828314844,Winter - Misty/Cloudy,Weekend,3786
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,2012,12,17,0,0,10.486650999999998,10.499000000000002,90.7083,6.583306100000001,Misty/Cloudy,Winter,0.04623773173391494,Winter - Misty/Cloudy,Regular Working Day,4585
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,2012,12,18,1,0,11.309151,11.040728000000001,66.625,14.834067999999998,Clear/Partly Cloudy,Winter,0.07791974086737448,Winter - Clear/Partly Cloudy,Regular Working Day,5557
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,2012,12,19,2,0,7.627500000000001,6.5826920000000015,62.5417,12.334164000000001,Clear/Partly Cloudy,Winter,0.06322384659198785,Winter - Clear/Partly Cloudy,Regular Working Day,5267
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,2012,12,20,3,0,7.510000000000002,6.124321999999999,66.79169999999999,8.875021,Misty/Cloudy,Winter,0.07606589147286821,Winter - Misty/Cloudy,Regular Working Day,4128
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,2012,12,21,4,0,7.353349,3.9166220000000003,55.666700000000006,25.083661000000003,Misty/Cloudy,Spring,0.06099917195694176,Spring - Misty/Cloudy,Regular Working Day,3623
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.38061125,205,1544,1749,2012,12,22,5,1,4.494150999999999,-0.4165420000000015,44.125,27.292182,Clear/Partly Cloudy,Spring,0.11720983419096627,Spring - Clear/Partly Cloudy,Weekend,1749
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,2012,12,23,6,1,3.554150999999999,1.1250859999999996,51.5417,8.916561,Clear/Partly Cloudy,Spring,0.22831561275881365,Spring - Clear/Partly Cloudy,Weekend,1787
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,2012,12,24,0,0,2.871288,1.0874000000000024,79.1304,5.1744368000000005,Misty/Cloudy,Spring,0.1891304347826087,Spring - Misty/Cloudy,Regular Working Day,920
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,2012,12,25,1,0,5.691288,3.43469,73.47829999999999,11.304642,Misty/Cloudy,Spring,0.43435340572556763,Spring - Misty/Cloudy,Holiday,1013
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,2012,12,26,2,0,3.4366509999999995,-1.4580219999999997,82.3333,21.208582,Light Rain/Snow,Spring,0.02040816326530612,Spring - Light Rain/Snow,Regular Working Day,441
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,2012,12,27,3,0,3.945848999999999,-1.0416279999999993,65.29169999999999,23.458911,Misty/Cloudy,Spring,0.11684011352885525,Spring - Misty/Cloudy,Regular Working Day,2114
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,2012,12,28,4,0,3.9066509999999983,0.8330359999999999,59.0,10.416557,Misty/Cloudy,Spring,0.20807754442649434,Spring - Misty/Cloudy,Regular Working Day,3095
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,2012,12,29,5,1,3.9066509999999983,-0.0015999999999998238,75.29169999999999,8.333661,Misty/Cloudy,Spring,0.1185682326621924,Spring - Misty/Cloudy,Weekend,1341
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,2012,12,30,6,1,4.024151,-0.7078000000000007,48.3333,23.500518,Clear/Partly Cloudy,Spring,0.2026726057906459,Spring - Clear/Partly Cloudy,Weekend,1796
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,2012,12,31,0,0,2.144150999999999,-1.2498579999999997,57.75,10.374682,Misty/Cloudy,Spring,0.160864785635764,Spring - Misty/Cloudy,Regular Working Day,2729
